Benchmark Name;Function Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link (pre);Benchmark link (opt)
automotive_bitcount;bit_shifter;12;5;7;102500000;2909808924;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;13;5;7;92812500;1815966900;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;14;5;7;90737500;1858454304;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;15;5;7;89375000;1873972672;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;16;5;7;88687500;1901075795;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;17;5;7;88150000;1916460636;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;18;5;7;88150000;1916460636;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;19;5;7;87587500;1922236459;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;bit_shifter;20;5;7;86925000;1928751070;"9;0;16;3_16.ce;9_.ph.lr.ph";"3_16.ce;9;0;16;9_.ph.lr.ph";3;0,7000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;"9;0;16;3_16.ce;9_.ph.lr.ph";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
automotive_bitcount;main;1;8;11;0;80;"14;0;11_23.loopexit.ce;14_.ph.lr.ph;23;23.le;8;5";"23.le;14;11_23.loopexit.ce;5;14_.ph.lr.ph;8;0;23";13;0,5357;"14;0;23;23.le;8;5;11_23.loopexit.ce;14_.ph.lr.ph";8;0,7143;"14;0;11_23.loopexit.ce;14_.ph.lr.ph;23;23.le;8;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/pre/automotive_bitcount.ll;https://github.com/lac-dcc/hydra/blob/profile-projection/Cross%20Experiments/cBench/inlining/LL%20Files/opt/automotive_bitcount.ll
