Benchmark name;Function name;Execution;Number of vertices;Number of edges;Min count;Max count;Random distance;Predictor distance
automotive_qsort1;swap;8;7;9;1696480;736896975;11;0
automotive_qsort1;swap;9;7;9;1627904;743936000;11;0
automotive_qsort1;swap;10;7;9;1653456;731126550;11;0
automotive_qsort1;swap;11;7;9;1775620;705397000;11;0
automotive_qsort1;swap;12;7;9;1676606;748759800;11;0
automotive_qsort1;swap;13;7;9;1692393;748367100;11;0
automotive_qsort1;swap;14;7;9;1732290;735035175;11;0
automotive_qsort1;swap;15;7;9;1780125;733217625;11;0
automotive_qsort1;swap;16;7;9;1817000;652222500;11;0
automotive_qsort1;swap;17;7;9;1650784;729802000;11;0
automotive_qsort1;swap;18;7;9;1658608;741966300;11;0
automotive_qsort1;swap;19;7;9;1783600;675480000;11;0
automotive_qsort1;swap;20;7;9;1622200;742410000;11;0
automotive_susan_c;corner_draw;1;7;9;0;279174;11;5
automotive_susan_c;corner_draw;2;7;9;0;201772;11;5
automotive_susan_c;corner_draw;3;7;9;0;532518;11;5
automotive_susan_c;corner_draw;4;7;9;0;600060;11;5
automotive_susan_c;corner_draw;5;7;9;0;126228;11;5
automotive_susan_c;corner_draw;6;7;9;0;742366;11;5
automotive_susan_c;corner_draw;7;7;9;0;503286;11;5
automotive_susan_c;corner_draw;8;7;9;0;682104;11;5
automotive_susan_c;corner_draw;9;7;9;0;476760;11;5
automotive_susan_c;corner_draw;10;7;9;0;437100;11;5
automotive_susan_c;corner_draw;11;7;9;0;54612;11;5
automotive_susan_c;corner_draw;12;7;9;0;1082806;11;5
automotive_susan_c;corner_draw;13;7;9;0;584048;11;5
automotive_susan_c;corner_draw;14;7;9;0;533784;11;5
automotive_susan_c;corner_draw;15;7;9;0;138690;11;5
automotive_susan_c;corner_draw;16;7;9;0;776988;11;5
automotive_susan_c;corner_draw;17;7;9;0;590053;11;5
automotive_susan_c;corner_draw;18;7;9;0;615600;11;5
automotive_susan_c;corner_draw;19;7;9;0;460560;11;5
automotive_susan_c;corner_draw;20;7;9;0;708050;11;5
automotive_susan_c;get_image;1;10;11;0;782;19;8
automotive_susan_c;get_image;2;10;11;0;691;19;8
automotive_susan_c;get_image;3;10;11;0;217;19;8
automotive_susan_c;get_image;4;10;11;0;2740;19;8
automotive_susan_c;get_image;5;10;11;0;314;19;8
automotive_susan_c;get_image;6;10;11;0;214;19;8
automotive_susan_c;get_image;7;10;11;0;966;19;8
automotive_susan_c;get_image;8;10;11;0;3516;19;8
automotive_susan_c;get_image;9;10;11;0;145;19;8
automotive_susan_c;get_image;10;10;11;0;2325;19;8
automotive_susan_c;get_image;11;10;11;0;369;19;8
automotive_susan_c;get_image;12;10;11;0;109;19;8
automotive_susan_c;get_image;13;10;11;0;1688;19;8
automotive_susan_c;get_image;14;10;11;0;552;19;8
automotive_susan_c;get_image;15;10;11;0;414;19;8
automotive_susan_c;get_image;16;10;11;0;764;19;8
automotive_susan_c;get_image;17;10;11;0;569;19;8
automotive_susan_c;get_image;18;10;11;0;855;19;8
automotive_susan_c;get_image;19;10;11;0;152;19;8
automotive_susan_c;get_image;20;10;11;0;350;19;8
automotive_susan_c;getint;1;23;29;0;7038;88;87
automotive_susan_c;getint;2;23;29;0;6219;88;87
automotive_susan_c;getint;3;23;29;0;1953;88;87
automotive_susan_c;getint;4;23;29;0;24660;88;87
automotive_susan_c;getint;5;23;29;0;2826;88;87
automotive_susan_c;getint;6;23;29;0;1926;88;87
automotive_susan_c;getint;7;23;29;0;8694;88;87
automotive_susan_c;getint;8;23;29;0;31644;88;87
automotive_susan_c;getint;9;23;29;0;1450;88;87
automotive_susan_c;getint;10;23;29;0;20925;88;87
automotive_susan_c;getint;11;23;29;0;3690;88;87
automotive_susan_c;getint;12;23;29;0;1090;88;87
automotive_susan_c;getint;13;23;29;0;15192;88;87
automotive_susan_c;getint;14;23;29;0;4968;88;87
automotive_susan_c;getint;15;23;29;0;3726;88;87
automotive_susan_c;getint;16;23;29;0;6876;88;87
automotive_susan_c;getint;17;23;29;0;5121;88;87
automotive_susan_c;getint;18;23;29;0;7695;88;87
automotive_susan_c;getint;19;23;29;0;1520;88;87
automotive_susan_c;getint;20;23;29;0;3150;88;87
automotive_susan_c;main;1;8;10;0;783;9;1
automotive_susan_c;main;2;8;10;0;692;9;1
automotive_susan_c;main;3;8;10;0;218;9;1
automotive_susan_c;main;4;8;10;0;2741;9;1
automotive_susan_c;main;5;8;10;0;315;9;1
automotive_susan_c;main;6;8;10;0;215;9;1
automotive_susan_c;main;7;8;10;0;967;9;1
automotive_susan_c;main;8;8;10;0;3517;9;1
automotive_susan_c;main;9;8;10;0;146;9;1
automotive_susan_c;main;10;8;10;0;2326;9;1
automotive_susan_c;main;11;8;10;0;370;9;1
automotive_susan_c;main;12;8;10;0;110;9;1
automotive_susan_c;main;13;8;10;0;1689;9;1
automotive_susan_c;main;14;8;10;0;553;9;1
automotive_susan_c;main;15;8;10;0;415;9;1
automotive_susan_c;main;16;8;10;0;765;9;1
automotive_susan_c;main;17;8;10;0;570;9;1
automotive_susan_c;main;18;8;10;0;856;9;1
automotive_susan_c;main;19;8;10;0;153;9;1
automotive_susan_c;main;20;8;10;0;351;9;1
automotive_susan_c;main1;1;57;82;0;1564;760;748
automotive_susan_c;main1;2;57;82;0;1382;760;748
automotive_susan_c;main1;3;57;82;0;434;760;748
automotive_susan_c;main1;4;57;82;0;5480;760;748
automotive_susan_c;main1;5;57;82;0;628;760;748
automotive_susan_c;main1;6;57;82;0;428;760;748
automotive_susan_c;main1;7;57;82;0;1932;760;748
automotive_susan_c;main1;8;57;82;0;7032;760;748
automotive_susan_c;main1;9;57;82;0;290;760;748
automotive_susan_c;main1;10;57;82;0;4650;760;748
automotive_susan_c;main1;11;57;82;0;738;760;748
automotive_susan_c;main1;12;57;82;0;218;760;748
automotive_susan_c;main1;13;57;82;0;3376;760;748
automotive_susan_c;main1;14;57;82;0;1104;760;748
automotive_susan_c;main1;15;57;82;0;828;760;748
automotive_susan_c;main1;16;57;82;0;1528;760;748
automotive_susan_c;main1;17;57;82;0;1138;760;748
automotive_susan_c;main1;18;57;82;0;1710;760;748
automotive_susan_c;main1;19;57;82;0;304;760;748
automotive_susan_c;main1;20;57;82;0;700;760;748
automotive_susan_c;setup_brightness_lut;1;8;10;0;401948;16;5
automotive_susan_c;setup_brightness_lut;2;8;10;0;355174;16;5
automotive_susan_c;setup_brightness_lut;3;8;10;0;111538;16;5
automotive_susan_c;setup_brightness_lut;4;8;10;0;1408360;16;5
automotive_susan_c;setup_brightness_lut;5;8;10;0;161396;16;5
automotive_susan_c;setup_brightness_lut;6;8;10;0;109996;16;5
automotive_susan_c;setup_brightness_lut;7;8;10;0;496524;16;5
automotive_susan_c;setup_brightness_lut;8;8;10;0;1807224;16;5
automotive_susan_c;setup_brightness_lut;9;8;10;0;74530;16;5
automotive_susan_c;setup_brightness_lut;10;8;10;0;1195050;16;5
automotive_susan_c;setup_brightness_lut;11;8;10;0;189666;16;5
automotive_susan_c;setup_brightness_lut;12;8;10;0;56026;16;5
automotive_susan_c;setup_brightness_lut;13;8;10;0;867632;16;5
automotive_susan_c;setup_brightness_lut;14;8;10;0;283728;16;5
automotive_susan_c;setup_brightness_lut;15;8;10;0;212796;16;5
automotive_susan_c;setup_brightness_lut;16;8;10;0;392696;16;5
automotive_susan_c;setup_brightness_lut;17;8;10;0;292466;16;5
automotive_susan_c;setup_brightness_lut;18;8;10;0;439470;16;5
automotive_susan_c;setup_brightness_lut;19;8;10;0;78128;16;5
automotive_susan_c;setup_brightness_lut;20;8;10;0;179900;16;5
automotive_susan_c;susan_corners;1;203;284;0;203351280;10433;5617
automotive_susan_c;susan_corners;2;203;284;0;213114765;10495;5523
automotive_susan_c;susan_corners;3;203;284;0;156886660;10457;5903
automotive_susan_c;susan_corners;4;203;284;0;172003500;10382;5584
automotive_susan_c;susan_corners;5;203;284;0;220372108;10407;5541
automotive_susan_c;susan_corners;6;203;284;0;155089010;10434;5736
automotive_susan_c;susan_corners;7;203;284;0;176676570;10422;5946
automotive_susan_c;susan_corners;8;203;284;0;140608356;10451;5873
automotive_susan_c;susan_corners;9;203;284;0;198897660;10373;5463
automotive_susan_c;susan_corners;10;203;284;0;190168725;10422;5536
automotive_susan_c;susan_corners;11;203;284;0;246551778;10490;5342
automotive_susan_c;susan_corners;12;203;284;0;128684310;10425;5453
automotive_susan_c;susan_corners;13;203;284;0;80602000;10254;6422
automotive_susan_c;susan_corners;14;203;284;0;166037184;10454;5904
automotive_susan_c;susan_corners;15;203;284;0;232291260;10389;5557
automotive_susan_c;susan_corners;16;203;284;0;76282344;10452;6038
automotive_susan_c;susan_corners;17;203;284;0;125959530;10382;5934
automotive_susan_c;susan_corners;18;203;284;0;146167380;10363;5959
automotive_susan_c;susan_corners;19;203;284;0;147374032;10449;5691
automotive_susan_c;susan_corners;20;203;284;0;129204250;10488;5870
automotive_susan_e;edge_draw;1;18;23;0;100980374;76;27
automotive_susan_e;edge_draw;2;18;23;0;97131344;76;27
automotive_susan_e;edge_draw;3;18;23;0;59880384;76;27
automotive_susan_e;edge_draw;4;18;23;0;82843075;76;27
automotive_susan_e;edge_draw;5;18;23;0;104810480;76;27
automotive_susan_e;edge_draw;6;18;23;0;49661405;76;27
automotive_susan_e;edge_draw;7;18;23;0;90581874;76;27
automotive_susan_e;edge_draw;8;18;23;0;65423589;76;27
automotive_susan_e;edge_draw;9;18;23;0;64153072;76;27
automotive_susan_e;edge_draw;10;18;23;0;94385353;76;27
automotive_susan_e;edge_draw;11;18;23;0;112517284;76;27
automotive_susan_e;edge_draw;12;18;23;0;28849944;76;27
automotive_susan_e;edge_draw;13;18;23;0;27404527;76;27
automotive_susan_e;edge_draw;14;18;23;0;75360010;76;27
automotive_susan_e;edge_draw;15;18;23;0;110016191;76;27
automotive_susan_e;edge_draw;16;18;23;0;33708000;76;27
automotive_susan_e;edge_draw;17;18;23;0;46310601;76;27
automotive_susan_e;edge_draw;18;18;23;0;71093172;76;27
automotive_susan_e;edge_draw;19;18;23;0;42503350;76;27
automotive_susan_e;edge_draw;20;18;23;0;45351019;76;27
automotive_susan_e;get_image;1;10;11;0;374;19;8
automotive_susan_e;get_image;2;10;11;0;304;19;8
automotive_susan_e;get_image;3;10;11;0;81;19;8
automotive_susan_e;get_image;4;10;11;0;1225;19;8
automotive_susan_e;get_image;5;10;11;0;146;19;8
automotive_susan_e;get_image;6;10;11;0;67;19;8
automotive_susan_e;get_image;7;10;11;0;474;19;8
automotive_susan_e;get_image;8;10;11;0;1491;19;8
automotive_susan_e;get_image;9;10;11;0;46;19;8
automotive_susan_e;get_image;10;10;11;0;1081;19;8
automotive_susan_e;get_image;11;10;11;0;164;19;8
automotive_susan_e;get_image;12;10;11;0;24;19;8
automotive_susan_e;get_image;13;10;11;0;527;19;8
automotive_susan_e;get_image;14;10;11;0;242;19;8
automotive_susan_e;get_image;15;10;11;0;191;19;8
automotive_susan_e;get_image;16;10;11;0;318;19;8
automotive_susan_e;get_image;17;10;11;0;201;19;8
automotive_susan_e;get_image;18;10;11;0;397;19;8
automotive_susan_e;get_image;19;10;11;0;43;19;8
automotive_susan_e;get_image;20;10;11;0;119;19;8
automotive_susan_e;getint;1;23;29;0;3366;88;87
automotive_susan_e;getint;2;23;29;0;2736;88;87
automotive_susan_e;getint;3;23;29;0;729;88;87
automotive_susan_e;getint;4;23;29;0;11025;88;87
automotive_susan_e;getint;5;23;29;0;1314;88;87
automotive_susan_e;getint;6;23;29;0;603;88;87
automotive_susan_e;getint;7;23;29;0;4266;88;87
automotive_susan_e;getint;8;23;29;0;13419;88;87
automotive_susan_e;getint;9;23;29;0;460;88;87
automotive_susan_e;getint;10;23;29;0;9729;88;87
automotive_susan_e;getint;11;23;29;0;1640;88;87
automotive_susan_e;getint;12;23;29;0;240;88;87
automotive_susan_e;getint;13;23;29;0;4743;88;87
automotive_susan_e;getint;14;23;29;0;2178;88;87
automotive_susan_e;getint;15;23;29;0;1719;88;87
automotive_susan_e;getint;16;23;29;0;2862;88;87
automotive_susan_e;getint;17;23;29;0;1809;88;87
automotive_susan_e;getint;18;23;29;0;3573;88;87
automotive_susan_e;getint;19;23;29;0;430;88;87
automotive_susan_e;getint;20;23;29;0;1071;88;87
automotive_susan_e;main;1;8;10;0;375;9;1
automotive_susan_e;main;2;8;10;0;305;9;1
automotive_susan_e;main;3;8;10;0;82;9;1
automotive_susan_e;main;4;8;10;0;1226;9;1
automotive_susan_e;main;5;8;10;0;147;9;1
automotive_susan_e;main;6;8;10;0;68;9;1
automotive_susan_e;main;7;8;10;0;475;9;1
automotive_susan_e;main;8;8;10;0;1492;9;1
automotive_susan_e;main;9;8;10;0;47;9;1
automotive_susan_e;main;10;8;10;0;1082;9;1
automotive_susan_e;main;11;8;10;0;165;9;1
automotive_susan_e;main;12;8;10;0;25;9;1
automotive_susan_e;main;13;8;10;0;528;9;1
automotive_susan_e;main;14;8;10;0;243;9;1
automotive_susan_e;main;15;8;10;0;192;9;1
automotive_susan_e;main;16;8;10;0;319;9;1
automotive_susan_e;main;17;8;10;0;202;9;1
automotive_susan_e;main;18;8;10;0;398;9;1
automotive_susan_e;main;19;8;10;0;44;9;1
automotive_susan_e;main;20;8;10;0;120;9;1
automotive_susan_e;main1;1;57;82;0;748;745;775
automotive_susan_e;main1;2;57;82;0;608;745;775
automotive_susan_e;main1;3;57;82;0;162;745;775
automotive_susan_e;main1;4;57;82;0;2450;745;775
automotive_susan_e;main1;5;57;82;0;292;745;775
automotive_susan_e;main1;6;57;82;0;134;745;775
automotive_susan_e;main1;7;57;82;0;948;745;775
automotive_susan_e;main1;8;57;82;0;2982;745;775
automotive_susan_e;main1;9;57;82;0;92;745;775
automotive_susan_e;main1;10;57;82;0;2162;745;775
automotive_susan_e;main1;11;57;82;0;328;745;775
automotive_susan_e;main1;12;57;82;0;48;745;775
automotive_susan_e;main1;13;57;82;0;1054;745;775
automotive_susan_e;main1;14;57;82;0;484;745;775
automotive_susan_e;main1;15;57;82;0;382;745;775
automotive_susan_e;main1;16;57;82;0;636;745;775
automotive_susan_e;main1;17;57;82;0;402;745;775
automotive_susan_e;main1;18;57;82;0;794;745;775
automotive_susan_e;main1;19;57;82;0;86;745;775
automotive_susan_e;main1;20;57;82;0;238;745;775
automotive_susan_e;setup_brightness_lut;1;8;10;0;192236;16;5
automotive_susan_e;setup_brightness_lut;2;8;10;0;156256;16;5
automotive_susan_e;setup_brightness_lut;3;8;10;0;41634;16;5
automotive_susan_e;setup_brightness_lut;4;8;10;0;629650;16;5
automotive_susan_e;setup_brightness_lut;5;8;10;0;75044;16;5
automotive_susan_e;setup_brightness_lut;6;8;10;0;34438;16;5
automotive_susan_e;setup_brightness_lut;7;8;10;0;243636;16;5
automotive_susan_e;setup_brightness_lut;8;8;10;0;766374;16;5
automotive_susan_e;setup_brightness_lut;9;8;10;0;23644;16;5
automotive_susan_e;setup_brightness_lut;10;8;10;0;555634;16;5
automotive_susan_e;setup_brightness_lut;11;8;10;0;84296;16;5
automotive_susan_e;setup_brightness_lut;12;8;10;0;12336;16;5
automotive_susan_e;setup_brightness_lut;13;8;10;0;270878;16;5
automotive_susan_e;setup_brightness_lut;14;8;10;0;124388;16;5
