Benchmark name;Function name;Execution;Number of vertices;Number of edges;Min count;Max count;Random distance;Predictor distance
automotive_susan_e;setup_brightness_lut;15;8;10;0;98174;16;5
automotive_susan_e;setup_brightness_lut;16;8;10;0;163452;16;5
automotive_susan_e;setup_brightness_lut;17;8;10;0;103314;16;5
automotive_susan_e;setup_brightness_lut;18;8;10;0;204058;16;5
automotive_susan_e;setup_brightness_lut;19;8;10;0;22102;16;5
automotive_susan_e;setup_brightness_lut;20;8;10;0;61166;16;5
automotive_susan_e;susan_edges;1;77;103;374;98803320;1581;354
automotive_susan_e;susan_edges;2;77;103;304;95154128;1580;357
automotive_susan_e;susan_edges;3;77;103;81;59118984;1582;299
automotive_susan_e;susan_edges;4;77;103;1225;79388575;1578;341
automotive_susan_e;susan_edges;5;77;103;146;103447716;1588;319
automotive_susan_e;susan_edges;6;77;103;67;49016865;1596;363
automotive_susan_e;susan_edges;7;77;103;474;88322790;1581;320
automotive_susan_e;susan_edges;8;77;103;1491;62036037;1589;328
automotive_susan_e;susan_edges;9;77;103;46;63537408;1578;425
automotive_susan_e;susan_edges;10;77;103;1081;90917505;1596;321
automotive_susan_e;susan_edges;11;77;103;164;110783640;1596;485
automotive_susan_e;susan_edges;12;77;103;24;28548336;1558;385
automotive_susan_e;susan_edges;13;77;103;527;26102310;1560;487
automotive_susan_e;susan_edges;14;77;103;242;73862272;1589;306
automotive_susan_e;susan_edges;15;77;103;191;108348570;1589;390
automotive_susan_e;susan_edges;16;77;103;318;32576556;1576;369
automotive_susan_e;susan_edges;17;77;103;201;45255150;1601;344
automotive_susan_e;susan_edges;18;77;103;397;69236800;1590;333
automotive_susan_e;susan_edges;19;77;103;43;42035166;1576;455
automotive_susan_e;susan_edges;20;77;103;119;44519685;1573;296
automotive_susan_e;susan_thin;1;138;185;0;307250724;4458;1675
automotive_susan_e;susan_thin;2;138;185;0;396334224;4455;1778
automotive_susan_e;susan_thin;3;138;185;0;477344259;4384;2115
automotive_susan_e;susan_thin;4;138;185;0;261593850;4463;1588
automotive_susan_e;susan_thin;5;138;185;0;308339590;4512;1663
automotive_susan_e;susan_thin;6;138;185;0;654727283;4431;1876
automotive_susan_e;susan_thin;7;138;185;0;384273222;4480;1569
automotive_susan_e;susan_thin;8;138;185;0;392220969;4497;1656
automotive_susan_e;susan_thin;9;138;185;0;786850516;4412;1809
automotive_susan_e;susan_thin;10;138;185;0;248497037;4469;1618
automotive_susan_e;susan_thin;11;138;185;0;416038644;4608;1839
automotive_susan_e;susan_thin;12;138;185;0;792714384;4382;2115
automotive_susan_e;susan_thin;13;138;185;0;319827868;4523;1706
automotive_susan_e;susan_thin;14;138;185;0;488853552;4441;1630
automotive_susan_e;susan_thin;15;138;185;0;402497547;4430;1589
automotive_susan_e;susan_thin;16;138;185;0;358943136;4432;1669
automotive_susan_e;susan_thin;17;138;185;0;555745302;4401;1776
automotive_susan_e;susan_thin;18;138;185;0;366105857;4459;1610
automotive_susan_e;susan_thin;19;138;185;0;693778555;4524;1975
automotive_susan_e;susan_thin;20;138;185;0;649693352;4406;1989
automotive_susan_s;enlarge;1;17;21;49;159495;94;12
automotive_susan_s;enlarge;2;17;21;41;132020;94;12
automotive_susan_s;enlarge;3;17;21;18;126252;94;12
automotive_susan_s;enlarge;4;17;21;197;419216;94;12
automotive_susan_s;enlarge;5;17;21;18;104328;94;12
automotive_susan_s;enlarge;6;17;21;18;97776;94;12
automotive_susan_s;enlarge;7;17;21;70;230300;94;12
automotive_susan_s;enlarge;8;17;21;304;485184;94;12
automotive_susan_s;enlarge;9;17;21;9;63126;94;12
automotive_susan_s;enlarge;10;17;21;153;359856;94;12
automotive_susan_s;enlarge;11;17;21;19;70091;94;12
automotive_susan_s;enlarge;12;17;21;11;68915;94;12
automotive_susan_s;enlarge;13;17;21;256;492800;94;12
automotive_susan_s;enlarge;14;17;21;43;157423;94;12
automotive_susan_s;enlarge;15;17;21;23;99015;94;12
automotive_susan_s;enlarge;16;17;21;126;363384;94;12
automotive_susan_s;enlarge;17;17;21;58;200970;94;12
automotive_susan_s;enlarge;18;17;21;74;293188;94;12
automotive_susan_s;enlarge;19;17;21;13;107562;94;12
automotive_susan_s;enlarge;20;17;21;35;129850;94;12
automotive_susan_s;get_image;1;10;11;0;49;19;8
automotive_susan_s;get_image;2;10;11;0;41;19;8
automotive_susan_s;get_image;3;10;11;0;18;19;8
automotive_susan_s;get_image;4;10;11;0;197;19;8
automotive_susan_s;get_image;5;10;11;0;18;19;8
automotive_susan_s;get_image;6;10;11;0;18;19;8
automotive_susan_s;get_image;7;10;11;0;70;19;8
automotive_susan_s;get_image;8;10;11;0;304;19;8
automotive_susan_s;get_image;9;10;11;0;9;19;8
automotive_susan_s;get_image;10;10;11;0;153;19;8
automotive_susan_s;get_image;11;10;11;0;19;19;8
automotive_susan_s;get_image;12;10;11;0;11;19;8
automotive_susan_s;get_image;13;10;11;0;256;19;8
automotive_susan_s;get_image;14;10;11;0;43;19;8
automotive_susan_s;get_image;15;10;11;0;23;19;8
automotive_susan_s;get_image;16;10;11;0;126;19;8
automotive_susan_s;get_image;17;10;11;0;58;19;8
automotive_susan_s;get_image;18;10;11;0;74;19;8
automotive_susan_s;get_image;19;10;11;0;13;19;8
automotive_susan_s;get_image;20;10;11;0;35;19;8
automotive_susan_s;getint;1;23;29;0;441;88;87
automotive_susan_s;getint;2;23;29;0;369;88;87
automotive_susan_s;getint;3;23;29;0;162;88;87
automotive_susan_s;getint;4;23;29;0;1773;88;87
automotive_susan_s;getint;5;23;29;0;162;88;87
automotive_susan_s;getint;6;23;29;0;162;88;87
automotive_susan_s;getint;7;23;29;0;630;88;87
automotive_susan_s;getint;8;23;29;0;2736;88;87
automotive_susan_s;getint;9;23;29;0;90;88;87
automotive_susan_s;getint;10;23;29;0;1377;88;87
automotive_susan_s;getint;11;23;29;0;190;88;87
automotive_susan_s;getint;12;23;29;0;110;88;87
automotive_susan_s;getint;13;23;29;0;2304;88;87
automotive_susan_s;getint;14;23;29;0;387;88;87
automotive_susan_s;getint;15;23;29;0;207;88;87
automotive_susan_s;getint;16;23;29;0;1134;88;87
automotive_susan_s;getint;17;23;29;0;522;88;87
automotive_susan_s;getint;18;23;29;0;666;88;87
automotive_susan_s;getint;19;23;29;0;130;88;87
automotive_susan_s;getint;20;23;29;0;315;88;87
automotive_susan_s;main;1;8;10;0;50;9;1
automotive_susan_s;main;2;8;10;0;42;9;1
automotive_susan_s;main;3;8;10;0;19;9;1
automotive_susan_s;main;4;8;10;0;198;9;1
automotive_susan_s;main;5;8;10;0;19;9;1
automotive_susan_s;main;6;8;10;0;19;9;1
automotive_susan_s;main;7;8;10;0;71;9;1
automotive_susan_s;main;8;8;10;0;305;9;1
automotive_susan_s;main;9;8;10;0;10;9;1
automotive_susan_s;main;10;8;10;0;154;9;1
automotive_susan_s;main;11;8;10;0;20;9;1
automotive_susan_s;main;12;8;10;0;12;9;1
automotive_susan_s;main;13;8;10;0;257;9;1
automotive_susan_s;main;14;8;10;0;44;9;1
automotive_susan_s;main;15;8;10;0;24;9;1
automotive_susan_s;main;16;8;10;0;127;9;1
automotive_susan_s;main;17;8;10;0;59;9;1
automotive_susan_s;main;18;8;10;0;75;9;1
automotive_susan_s;main;19;8;10;0;14;9;1
automotive_susan_s;main;20;8;10;0;36;9;1
automotive_susan_s;main1;1;57;82;0;98;787;703
automotive_susan_s;main1;2;57;82;0;82;787;703
automotive_susan_s;main1;3;57;82;0;36;787;703
automotive_susan_s;main1;4;57;82;0;394;787;703
automotive_susan_s;main1;5;57;82;0;36;787;703
automotive_susan_s;main1;6;57;82;0;36;787;703
automotive_susan_s;main1;7;57;82;0;140;787;703
automotive_susan_s;main1;8;57;82;0;608;787;703
automotive_susan_s;main1;9;57;82;0;18;787;703
automotive_susan_s;main1;10;57;82;0;306;787;703
automotive_susan_s;main1;11;57;82;0;38;787;703
automotive_susan_s;main1;12;57;82;0;22;787;703
automotive_susan_s;main1;13;57;82;0;512;787;703
automotive_susan_s;main1;14;57;82;0;86;787;703
automotive_susan_s;main1;15;57;82;0;46;787;703
automotive_susan_s;main1;16;57;82;0;252;787;703
automotive_susan_s;main1;17;57;82;0;116;787;703
automotive_susan_s;main1;18;57;82;0;148;787;703
automotive_susan_s;main1;19;57;82;0;26;787;703
automotive_susan_s;main1;20;57;82;0;70;787;703
automotive_susan_s;median;2;12;15;205;7175;33;4
automotive_susan_s;median;3;12;15;4572;160020;37;0
automotive_susan_s;median;5;12;15;36;1260;33;4
automotive_susan_s;median;7;12;15;280;9800;37;0
automotive_susan_s;median;8;12;15;1520;53200;38;1
automotive_susan_s;median;9;12;15;0;315;31;6
automotive_susan_s;median;12;12;15;0;2695;31;6
automotive_susan_s;median;14;12;15;172;6020;37;0
automotive_susan_s;median;15;12;15;23;805;38;1
automotive_susan_s;median;18;12;15;222;7770;37;0
automotive_susan_s;median;20;12;15;805;28175;33;4
automotive_susan_s;setup_brightness_lut;1;8;10;0;25186;10;3
automotive_susan_s;setup_brightness_lut;2;8;10;0;21074;10;3
automotive_susan_s;setup_brightness_lut;3;8;10;0;9252;10;3
automotive_susan_s;setup_brightness_lut;4;8;10;0;101258;10;3
automotive_susan_s;setup_brightness_lut;5;8;10;0;9252;10;3
automotive_susan_s;setup_brightness_lut;6;8;10;0;9252;10;3
automotive_susan_s;setup_brightness_lut;7;8;10;0;35980;10;3
automotive_susan_s;setup_brightness_lut;8;8;10;0;156256;10;3
automotive_susan_s;setup_brightness_lut;9;8;10;0;4626;10;3
automotive_susan_s;setup_brightness_lut;10;8;10;0;78642;10;3
automotive_susan_s;setup_brightness_lut;11;8;10;0;9766;10;3
automotive_susan_s;setup_brightness_lut;12;8;10;0;5654;10;3
automotive_susan_s;setup_brightness_lut;13;8;10;0;131584;10;3
automotive_susan_s;setup_brightness_lut;14;8;10;0;22102;10;3
automotive_susan_s;setup_brightness_lut;15;8;10;0;11822;10;3
automotive_susan_s;setup_brightness_lut;16;8;10;0;64764;10;3
automotive_susan_s;setup_brightness_lut;17;8;10;0;29812;10;3
automotive_susan_s;setup_brightness_lut;18;8;10;0;38036;10;3
automotive_susan_s;setup_brightness_lut;19;8;10;0;6682;10;3
automotive_susan_s;setup_brightness_lut;20;8;10;0;17990;10;3
automotive_susan_s;susan_smoothing;1;55;69;0;3175200000;770;373
automotive_susan_s;susan_smoothing;2;55;69;0;3143978400;777;360
automotive_susan_s;susan_smoothing;3;55;69;0;3193616160;776;359
automotive_susan_s;susan_smoothing;4;55;69;0;3197357280;770;373
automotive_susan_s;susan_smoothing;5;55;69;0;3101237280;777;360
automotive_susan_s;susan_smoothing;6;55;69;0;3202044480;770;373
automotive_susan_s;susan_smoothing;7;55;69;0;3210480000;777;360
automotive_susan_s;susan_smoothing;8;55;69;0;3201338880;783;348
automotive_susan_s;susan_smoothing;9;55;69;0;3012402960;777;362
automotive_susan_s;susan_smoothing;10;55;69;0;3206096640;770;373
automotive_susan_s;susan_smoothing;11;55;69;0;3128524800;770;373
automotive_susan_s;susan_smoothing;12;55;69;0;3173491200;777;360
automotive_susan_s;susan_smoothing;13;55;69;0;3194880000;770;373
automotive_susan_s;susan_smoothing;14;55;69;0;3213689280;777;360
automotive_susan_s;susan_smoothing;15;55;69;0;3179520000;777;362
automotive_susan_s;susan_smoothing;16;55;69;0;3205409760;770;373
automotive_susan_s;susan_smoothing;17;55;69;0;3207168000;770;373
automotive_susan_s;susan_smoothing;18;55;69;0;3180372000;777;360
automotive_susan_s;susan_smoothing;19;55;69;0;3083960880;770;373
automotive_susan_s;susan_smoothing;20;55;69;0;3201240000;777;356
bzip2d;BZ2_blockSort;4;35;46;0;10048000;272;139
bzip2d;BZ2_blockSort;5;35;46;0;16798200;283;140
bzip2d;BZ2_blockSort;6;35;46;0;23884800;272;139
bzip2d;BZ2_blockSort;7;35;46;0;19422780;283;140
bzip2d;BZ2_blockSort;8;35;46;0;6728728;283;140
bzip2d;BZ2_blockSort;9;35;46;0;14671000;264;119
bzip2d;BZ2_bzCompress;4;45;66;0;13000;495;283
bzip2d;BZ2_bzCompress;5;45;66;0;7800;495;283
bzip2d;BZ2_bzCompress;6;45;66;0;12300;495;283
bzip2d;BZ2_bzCompress;7;45;66;0;8020;495;283
bzip2d;BZ2_bzCompress;8;45;66;0;8418;495;283
bzip2d;BZ2_bzCompress;9;45;66;0;8500;495;275
bzip2d;BZ2_bzCompressEnd;4;17;23;0;1000;72;47
bzip2d;BZ2_bzCompressEnd;5;17;23;0;600;72;47
bzip2d;BZ2_bzCompressEnd;6;17;23;0;150;72;47
bzip2d;BZ2_bzCompressEnd;7;17;23;0;20;72;47
bzip2d;BZ2_bzCompressEnd;8;17;23;0;2;72;47
bzip2d;BZ2_bzCompressEnd;9;17;23;0;1700;72;47
bzip2d;BZ2_bzCompressInit;4;45;62;0;1000;536;355
bzip2d;BZ2_bzCompressInit;5;45;62;0;600;536;355
bzip2d;BZ2_bzCompressInit;6;45;62;0;150;536;355
bzip2d;BZ2_bzCompressInit;7;45;62;0;20;536;355
bzip2d;BZ2_bzCompressInit;8;45;62;0;2;536;355
bzip2d;BZ2_bzCompressInit;9;45;62;0;1700;536;355
bzip2d;BZ2_bzDecompress;1;45;62;0;25120;582;274
bzip2d;BZ2_bzDecompress;2;45;62;0;26250;598;294
bzip2d;BZ2_bzDecompress;3;45;62;0;61920;598;294
bzip2d;BZ2_bzDecompress;10;45;62;0;28800;598;294
bzip2d;BZ2_bzDecompress;11;45;62;0;25800;592;286
bzip2d;BZ2_bzDecompress;12;45;62;0;26970;582;274
bzip2d;BZ2_bzDecompress;13;45;62;0;26400;600;284
bzip2d;BZ2_bzDecompress;14;45;62;0;32000;598;294
bzip2d;BZ2_bzDecompress;15;45;62;0;28800;600;284
bzip2d;BZ2_bzDecompress;16;45;62;0;26600;592;286
bzip2d;BZ2_bzDecompress;17;45;62;0;35360;582;274
bzip2d;BZ2_bzDecompress;18;45;62;0;23530;592;286
bzip2d;BZ2_bzDecompress;19;45;62;0;56000;576;264
bzip2d;BZ2_bzDecompress;20;45;62;0;30480;598;294
bzip2d;BZ2_bzDecompressEnd;1;17;23;0;80;84;55
bzip2d;BZ2_bzDecompressEnd;2;17;23;0;750;84;55
bzip2d;BZ2_bzDecompressEnd;3;17;23;0;240;84;55
bzip2d;BZ2_bzDecompressEnd;10;17;23;0;900;84;55
bzip2d;BZ2_bzDecompressEnd;11;17;23;0;600;84;55
bzip2d;BZ2_bzDecompressEnd;12;17;23;0;30;84;55
bzip2d;BZ2_bzDecompressEnd;13;17;23;0;2200;84;55
bzip2d;BZ2_bzDecompressEnd;14;17;23;0;1000;84;55
bzip2d;BZ2_bzDecompressEnd;15;17;23;0;1200;84;55
bzip2d;BZ2_bzDecompressEnd;16;17;23;0;280;84;55
bzip2d;BZ2_bzDecompressEnd;17;17;23;0;130;84;55
bzip2d;BZ2_bzDecompressEnd;18;17;23;0;130;84;55
bzip2d;BZ2_bzDecompressEnd;19;17;23;0;28000;84;55
bzip2d;BZ2_bzDecompressEnd;20;17;23;0;240;84;55
bzip2d;BZ2_bzDecompressInit;1;24;33;0;80;117;120
bzip2d;BZ2_bzDecompressInit;2;24;33;0;750;117;120
bzip2d;BZ2_bzDecompressInit;3;24;33;0;240;117;120
bzip2d;BZ2_bzDecompressInit;10;24;33;0;900;117;120
bzip2d;BZ2_bzDecompressInit;11;24;33;0;600;117;120
bzip2d;BZ2_bzDecompressInit;12;24;33;0;30;117;120
bzip2d;BZ2_bzDecompressInit;13;24;33;0;2200;117;120
bzip2d;BZ2_bzDecompressInit;14;24;33;0;1000;117;120
bzip2d;BZ2_bzDecompressInit;15;24;33;0;1200;117;120
bzip2d;BZ2_bzDecompressInit;16;24;33;0;280;117;120
bzip2d;BZ2_bzDecompressInit;17;24;33;0;130;117;120
bzip2d;BZ2_bzDecompressInit;18;24;33;0;130;117;120
bzip2d;BZ2_bzDecompressInit;19;24;33;0;28000;117;120
bzip2d;BZ2_bzDecompressInit;20;24;33;0;240;117;120
bzip2d;BZ2_bzRead;1;101;138;0;24960;2336;1669
bzip2d;BZ2_bzRead;2;101;138;0;25500;2364;1653
bzip2d;BZ2_bzRead;3;101;138;0;61680;2364;1653
bzip2d;BZ2_bzRead;10;101;138;0;27900;2364;1653
bzip2d;BZ2_bzRead;11;101;138;0;25200;2364;1653
bzip2d;BZ2_bzRead;12;101;138;0;26850;2336;1669
bzip2d;BZ2_bzRead;13;101;138;0;24200;2354;1643
bzip2d;BZ2_bzRead;14;101;138;0;31000;2364;1653
bzip2d;BZ2_bzRead;15;101;138;0;27600;2354;1643
bzip2d;BZ2_bzRead;16;101;138;0;26320;2364;1653
bzip2d;BZ2_bzRead;17;101;138;0;35100;2336;1669
bzip2d;BZ2_bzRead;18;101;138;0;23400;2364;1653
bzip2d;BZ2_bzRead;19;101;138;0;28000;2408;1853
bzip2d;BZ2_bzRead;20;101;138;0;30240;2364;1653
bzip2d;BZ2_bzReadClose;1;27;36;0;80;160;113
bzip2d;BZ2_bzReadClose;2;27;36;0;750;160;113
bzip2d;BZ2_bzReadClose;3;27;36;0;240;160;113
bzip2d;BZ2_bzReadClose;10;27;36;0;900;160;113
bzip2d;BZ2_bzReadClose;11;27;36;0;600;160;113
bzip2d;BZ2_bzReadClose;12;27;36;0;30;160;113
bzip2d;BZ2_bzReadClose;13;27;36;0;2200;160;113
bzip2d;BZ2_bzReadClose;14;27;36;0;1000;160;113
bzip2d;BZ2_bzReadClose;15;27;36;0;1200;160;113
bzip2d;BZ2_bzReadClose;16;27;36;0;280;160;113
bzip2d;BZ2_bzReadClose;17;27;36;0;130;160;113
bzip2d;BZ2_bzReadClose;18;27;36;0;130;160;113
bzip2d;BZ2_bzReadClose;19;27;36;0;28000;160;113
bzip2d;BZ2_bzReadClose;20;27;36;0;240;160;113
bzip2d;BZ2_bzReadGetUnused;1;35;47;0;80;273;241
bzip2d;BZ2_bzReadGetUnused;2;35;47;0;750;273;241
bzip2d;BZ2_bzReadGetUnused;3;35;47;0;240;273;241
bzip2d;BZ2_bzReadGetUnused;10;35;47;0;900;273;241
bzip2d;BZ2_bzReadGetUnused;11;35;47;0;600;273;241
bzip2d;BZ2_bzReadGetUnused;12;35;47;0;30;273;241
bzip2d;BZ2_bzReadGetUnused;13;35;47;0;2200;273;241
bzip2d;BZ2_bzReadGetUnused;14;35;47;0;1000;273;241
bzip2d;BZ2_bzReadGetUnused;15;35;47;0;1200;273;241
bzip2d;BZ2_bzReadGetUnused;16;35;47;0;280;273;241
bzip2d;BZ2_bzReadGetUnused;17;35;47;0;130;273;241
bzip2d;BZ2_bzReadGetUnused;18;35;47;0;130;273;241
bzip2d;BZ2_bzReadGetUnused;19;35;47;0;28000;273;241
bzip2d;BZ2_bzReadGetUnused;20;35;47;0;240;273;241
bzip2d;BZ2_bzReadOpen;1;71;97;0;80;1009;865
bzip2d;BZ2_bzReadOpen;2;71;97;0;750;1009;865
bzip2d;BZ2_bzReadOpen;3;71;97;0;240;1009;865
bzip2d;BZ2_bzReadOpen;10;71;97;0;900;1009;865
bzip2d;BZ2_bzReadOpen;11;71;97;0;600;1009;865
bzip2d;BZ2_bzReadOpen;12;71;97;0;30;1009;865
bzip2d;BZ2_bzReadOpen;13;71;97;0;2200;1009;865
bzip2d;BZ2_bzReadOpen;14;71;97;0;1000;1009;865
bzip2d;BZ2_bzReadOpen;15;71;97;0;1200;1009;865
bzip2d;BZ2_bzReadOpen;16;71;97;0;280;1009;865
bzip2d;BZ2_bzReadOpen;17;71;97;0;130;1009;865
bzip2d;BZ2_bzReadOpen;18;71;97;0;130;1009;865
bzip2d;BZ2_bzReadOpen;19;71;97;0;28000;1009;865
bzip2d;BZ2_bzReadOpen;20;71;97;0;240;1009;865
bzip2d;BZ2_bzWrite;4;76;103;0;9000;1453;1123
bzip2d;BZ2_bzWrite;5;76;103;0;3600;1453;1123
bzip2d;BZ2_bzWrite;6;76;103;0;9450;1453;1123
bzip2d;BZ2_bzWrite;7;76;103;0;7580;1417;1043
bzip2d;BZ2_bzWrite;8;76;103;0;8330;1417;1043
bzip2d;BZ2_bzWrite;9;76;103;0;3400;1453;1123
bzip2d;BZ2_bzWriteClose64;4;103;139;0;3000;2782;2168
bzip2d;BZ2_bzWriteClose64;5;103;139;0;3600;2782;2168
bzip2d;BZ2_bzWriteClose64;6;103;139;0;2700;2782;2168
bzip2d;BZ2_bzWriteClose64;7;103;139;0;420;2782;2168
bzip2d;BZ2_bzWriteClose64;8;103;139;0;86;2782;2168
bzip2d;BZ2_bzWriteClose64;9;103;139;0;3400;2776;2184
bzip2d;BZ2_bzWriteOpen;4;62;85;0;1000;1051;546
bzip2d;BZ2_bzWriteOpen;5;62;85;0;600;1051;546
bzip2d;BZ2_bzWriteOpen;6;62;85;0;150;1051;546
bzip2d;BZ2_bzWriteOpen;7;62;85;0;20;1051;546
bzip2d;BZ2_bzWriteOpen;8;62;85;0;2;1051;546
bzip2d;BZ2_bzWriteOpen;9;62;85;0;1700;1051;546
bzip2d;BZ2_compressBlock;4;22;29;0;1000;119;66
bzip2d;BZ2_compressBlock;5;22;29;0;600;119;66
bzip2d;BZ2_compressBlock;6;22;29;0;150;119;66
bzip2d;BZ2_compressBlock;7;22;29;0;40;115;56
bzip2d;BZ2_compressBlock;8;22;29;0;26;113;56
bzip2d;BZ2_compressBlock;9;22;29;0;1700;119;66
bzip2d;BZ2_decompress;1;793;1073;0;197749200;151904;140400
bzip2d;BZ2_decompress;2;793;1073;0;203939250;152369;139047
bzip2d;BZ2_decompress;3;793;1073;0;106801440;150903;135753
bzip2d;BZ2_decompress;10;793;1073;0;179852400;150968;135774
bzip2d;BZ2_decompress;11;793;1073;0;431989800;151313;135125
bzip2d;BZ2_decompress;12;793;1073;0;164850240;150460;138122
bzip2d;BZ2_decompress;13;793;1073;0;465770800;151655;134657
bzip2d;BZ2_decompress;14;793;1073;0;200480000;150870;136414
bzip2d;BZ2_decompress;15;793;1073;0;498039600;150976;134732
bzip2d;BZ2_decompress;16;793;1073;0;462843640;150324;135940
bzip2d;BZ2_decompress;17;793;1073;0;207553450;150498;138332
bzip2d;BZ2_decompress;18;793;1073;0;438849580;151471;135539
bzip2d;BZ2_decompress;19;793;1073;0;200732000;153464;138466
bzip2d;BZ2_decompress;20;793;1073;0;199540080;152461;140135
bzip2d;BZ2_hbAssignCodes;4;12;15;6000;14504000;27;0
bzip2d;BZ2_hbAssignCodes;5;12;15;3600;5128200;27;0
bzip2d;BZ2_hbAssignCodes;6;12;15;900;2602950;27;0
bzip2d;BZ2_hbAssignCodes;7;12;15;240;378140;27;0
bzip2d;BZ2_hbAssignCodes;8;12;15;156;329966;27;0
bzip2d;BZ2_hbAssignCodes;9;12;15;10200;14529900;27;0
bzip2d;BZ2_hbCreateDecodeTables;1;36;45;960;122160;354;116
bzip2d;BZ2_hbCreateDecodeTables;2;36;45;4500;594000;354;116
bzip2d;BZ2_hbCreateDecodeTables;3;36;45;1440;4800000;328;102
bzip2d;BZ2_hbCreateDecodeTables;10;36;45;5400;16083900;328;102
bzip2d;BZ2_hbCreateDecodeTables;11;36;45;3600;7614600;328;102
bzip2d;BZ2_hbCreateDecodeTables;12;36;45;720;2544090;328;102
bzip2d;BZ2_hbCreateDecodeTables;13;36;45;13200;22792000;328;102
bzip2d;BZ2_hbCreateDecodeTables;14;36;45;6000;18130000;328;102
bzip2d;BZ2_hbCreateDecodeTables;15;36;45;7200;10878000;328;102
bzip2d;BZ2_hbCreateDecodeTables;16;36;45;1680;2538200;328;102
bzip2d;BZ2_hbCreateDecodeTables;17;36;45;1560;4197180;328;102
bzip2d;BZ2_hbCreateDecodeTables;18;36;45;780;1043770;328;102
bzip2d;BZ2_hbCreateDecodeTables;19;36;45;168000;14336000;354;116
bzip2d;BZ2_hbCreateDecodeTables;20;36;45;1440;161280;354;116
bzip2d;BZ2_hbMakeCodeLengths;4;70;92;0;64714000;1260;498
bzip2d;BZ2_hbMakeCodeLengths;5;70;92;0;33961200;1248;492
bzip2d;BZ2_hbMakeCodeLengths;6;70;92;0;11101050;1260;492
bzip2d;BZ2_hbMakeCodeLengths;7;70;92;0;2261400;1250;488
bzip2d;BZ2_hbMakeCodeLengths;8;70;92;0;1671868;1256;490
bzip2d;BZ2_hbMakeCodeLengths;9;70;92;0;97357300;1256;494
bzip2d;addFlagsFromEnvVar;1;27;35;0;160;172;162
bzip2d;addFlagsFromEnvVar;2;27;35;0;1500;172;162
bzip2d;addFlagsFromEnvVar;3;27;35;0;480;172;162
bzip2d;addFlagsFromEnvVar;4;27;35;0;2000;172;162
bzip2d;addFlagsFromEnvVar;5;27;35;0;1200;172;162
bzip2d;addFlagsFromEnvVar;6;27;35;0;300;172;162
bzip2d;addFlagsFromEnvVar;7;27;35;0;40;172;162
bzip2d;addFlagsFromEnvVar;8;27;35;0;4;172;162
bzip2d;addFlagsFromEnvVar;9;27;35;0;3400;172;162
bzip2d;addFlagsFromEnvVar;10;27;35;0;1800;172;162
bzip2d;addFlagsFromEnvVar;11;27;35;0;1200;172;162
bzip2d;addFlagsFromEnvVar;12;27;35;0;60;172;162
bzip2d;addFlagsFromEnvVar;13;27;35;0;4400;172;162
bzip2d;addFlagsFromEnvVar;14;27;35;0;2000;172;162
bzip2d;addFlagsFromEnvVar;15;27;35;0;2400;172;162
bzip2d;addFlagsFromEnvVar;16;27;35;0;560;172;162
bzip2d;addFlagsFromEnvVar;17;27;35;0;260;172;162
bzip2d;addFlagsFromEnvVar;18;27;35;0;260;172;162
bzip2d;addFlagsFromEnvVar;19;27;35;0;56000;172;162
bzip2d;addFlagsFromEnvVar;20;27;35;0;480;172;162
bzip2d;add_pair_to_block;4;10;14;1000;27964000;22;4
bzip2d;add_pair_to_block;5;10;14;600;312000;21;3
bzip2d;add_pair_to_block;6;10;14;150;1818600;21;5
bzip2d;add_pair_to_block;7;10;14;20;779720;21;3
bzip2d;add_pair_to_block;8;10;14;2;361424;21;3
bzip2d;add_pair_to_block;9;10;14;1700;414800;22;4
bzip2d;bsFinishWrite;4;4;5;1000;2000;4;2
bzip2d;bsFinishWrite;5;4;5;600;1200;4;2
bzip2d;bsFinishWrite;6;4;5;150;450;4;0
bzip2d;bsFinishWrite;7;4;5;20;60;4;0
bzip2d;bsFinishWrite;8;4;5;2;6;4;0
bzip2d;bsFinishWrite;9;4;5;1700;5100;4;0
bzip2d;bsW;4;4;5;14514000;36838000;2;2
bzip2d;bsW;5;4;5;16960200;36373200;2;2
bzip2d;bsW;6;4;5;13199850;33492450;2;2
bzip2d;bsW;7;4;5;19783680;40806160;2;2
bzip2d;bsW;8;4;5;19974824;42823836;2;2
bzip2d;bsW;9;4;5;15402000;36356200;2;2
bzip2d;compress;4;105;144;0;5000;2537;1897
bzip2d;compress;5;105;144;0;3000;2537;1897
bzip2d;compress;6;105;144;0;750;2537;1897
bzip2d;compress;7;105;144;0;100;2537;1897
bzip2d;compress;8;105;144;0;10;2537;1897
bzip2d;compress;9;105;144;0;8500;2537;1897
bzip2d;compressStream;4;53;71;0;10000;652;266
bzip2d;compressStream;5;53;71;0;4200;652;266
bzip2d;compressStream;6;53;71;0;9600;652;266
bzip2d;compressStream;7;53;71;0;4060;652;266
bzip2d;compressStream;8;53;71;0;4436;652;266
bzip2d;compressStream;9;53;71;0;5100;652;266
bzip2d;copy_input_until_stop;4;54;72;0;43902000;693;522
bzip2d;copy_input_until_stop;5;54;72;0;16953000;695;526
bzip2d;copy_input_until_stop;6;54;72;0;46673850;675;528
bzip2d;copy_input_until_stop;7;54;72;0;20113680;671;530
bzip2d;copy_input_until_stop;8;54;72;0;22169050;671;530
bzip2d;copy_input_until_stop;9;54;72;0;14774700;695;526
