Benchmark name;Function name;Execution;Number of vertices;Number of edges;Min count;Max count;Random hottest guess;Random hit;Nested hottest guess;Nested hit;Predictor guess;Predictor hit
automotive_qsort1;main;6;8;10;0;1301;22;0;11;1;11;1
automotive_qsort1;main;7;8;10;0;326;22;0;11;1;11;1
automotive_qsort1;main;8;8;10;0;462;22;0;11;1;11;1
automotive_qsort1;main;9;8;10;0;257;22;0;11;1;11;1
automotive_qsort1;main;10;8;10;0;295;22;0;11;1;11;1
automotive_qsort1;main;11;8;10;0;771;22;0;11;1;11;1
automotive_qsort1;main;12;8;10;0;275;22;0;11;1;11;1
automotive_qsort1;main;13;8;10;0;310;22;0;11;1;11;1
automotive_qsort1;main;14;8;10;0;512;22;0;11;1;11;1
automotive_qsort1;main;15;8;10;0;706;22;0;11;1;11;1
automotive_qsort1;main;16;8;10;0;2301;22;0;11;1;11;1
automotive_qsort1;main;17;8;10;0;317;22;0;11;1;11;1
automotive_qsort1;main;18;8;10;0;237;22;0;11;1;11;1
automotive_qsort1;main;19;8;10;0;1301;22;0;11;1;11;1
automotive_qsort1;main;20;8;10;0;201;22;0;11;1;11;1
automotive_qsort1;main1;1;26;33;0;8170578;89;0;15;1;15;1
automotive_qsort1;main1;2;26;33;0;8688843;89;0;15;1;15;1
automotive_qsort1;main1;3;26;33;0;8488545;89;0;15;1;15;1
automotive_qsort1;main1;4;26;33;0;8305803;89;0;15;1;15;1
automotive_qsort1;main1;5;26;33;0;8542875;89;0;15;1;15;1
automotive_qsort1;main1;6;26;33;0;8833500;89;0;15;1;15;1
automotive_qsort1;main1;7;26;33;0;8355750;89;0;15;1;15;1
automotive_qsort1;main1;8;26;33;0;8707368;89;0;15;1;15;1
automotive_qsort1;main1;9;26;33;0;8326144;89;0;15;1;15;1
automotive_qsort1;main1;10;26;33;0;8427216;89;0;15;1;15;1
automotive_qsort1;main1;11;26;33;0;8774920;89;0;15;1;15;1
automotive_qsort1;main1;12;26;33;0;8370974;89;0;15;1;15;1
automotive_qsort1;main1;13;26;33;0;8441571;89;0;15;1;15;1
automotive_qsort1;main1;14;26;33;0;8725836;89;0;15;1;15;1
automotive_qsort1;main1;15;26;33;0;8930940;89;0;15;1;15;1
automotive_qsort1;main1;16;26;33;0;9071200;89;0;15;1;15;1
automotive_qsort1;main1;17;26;33;0;8286784;89;0;15;1;15;1
automotive_qsort1;main1;18;26;33;0;8291152;89;0;15;1;15;1
automotive_qsort1;main1;19;26;33;0;8856900;89;0;15;1;15;1
automotive_qsort1;main1;20;26;33;0;8126000;89;0;15;1;15;1
automotive_qsort1;qsortx;1;46;60;0;68230078;102;0;38;0;58;1
automotive_qsort1;qsortx;2;46;60;0;73769085;102;0;38;1;58;0
automotive_qsort1;qsortx;3;46;60;0;78483363;102;0;38;0;58;1
automotive_qsort1;qsortx;4;46;60;0;69505114;102;0;38;0;58;1
automotive_qsort1;qsortx;5;46;60;0;70868625;102;0;38;1;58;0
automotive_qsort1;qsortx;6;46;60;0;64819300;102;0;38;0;58;1
automotive_qsort1;qsortx;7;46;60;0;85845500;102;0;38;1;58;0
automotive_qsort1;qsortx;8;46;60;0;74678312;102;0;38;0;58;1
automotive_qsort1;qsortx;9;46;60;0;71927296;102;0;38;0;58;1
automotive_qsort1;qsortx;10;46;60;0;78530340;102;0;38;0;58;1
automotive_qsort1;qsortx;11;46;60;0;77147840;102;0;38;1;58;0
automotive_qsort1;qsortx;12;46;60;0;75957184;102;0;38;0;58;1
automotive_qsort1;qsortx;13;46;60;0;68175597;102;0;38;0;58;1
automotive_qsort1;qsortx;14;46;60;0;68728989;102;0;38;0;58;1
automotive_qsort1;qsortx;15;46;60;0;65765220;102;0;38;1;58;0
automotive_qsort1;qsortx;16;46;60;0;61734300;102;0;38;1;58;0
automotive_qsort1;qsortx;17;46;60;0;71257368;102;0;38;1;58;0
automotive_qsort1;qsortx;18;46;60;0;77599396;102;0;38;1;58;0
automotive_qsort1;qsortx;19;46;60;0;59772700;102;0;38;0;58;1
automotive_qsort1;qsortx;20;46;60;0;70603400;102;0;38;1;58;0
automotive_qsort1;shortsort;1;11;14;1280290;20260674;6;0;10;1;10;1
automotive_qsort1;shortsort;2;11;14;1354446;21589497;6;0;10;1;10;1
automotive_qsort1;shortsort;3;11;14;1330170;21000930;6;0;10;1;10;1
automotive_qsort1;shortsort;4;11;14;1287648;20611836;6;0;10;1;10;1
automotive_qsort1;shortsort;5;11;14;1330500;21082125;6;0;10;1;10;1
automotive_qsort1;shortsort;6;11;14;1391000;21768500;6;0;10;1;10;1
automotive_qsort1;shortsort;7;11;14;1294475;20833150;6;0;10;1;10;1
automotive_qsort1;shortsort;8;11;14;1351652;21760122;6;0;10;1;10;1
automotive_qsort1;shortsort;9;11;14;1297920;20704512;6;0;10;1;10;1
automotive_qsort1;shortsort;10;11;14;1313298;20908398;6;0;10;1;10;1
automotive_qsort1;shortsort;11;11;14;1365980;21848750;6;0;10;1;10;1
automotive_qsort1;shortsort;12;11;14;1300404;20803450;6;0;10;1;10;1
automotive_qsort1;shortsort;13;11;14;1307688;21092031;6;0;10;1;10;1
automotive_qsort1;shortsort;14;11;14;1363348;21594860;6;0;10;1;10;1
automotive_qsort1;shortsort;15;11;14;1379685;22318185;6;0;10;1;10;1
automotive_qsort1;shortsort;16;11;14;1380000;22986200;6;0;10;1;10;1
automotive_qsort1;shortsort;17;11;14;1277588;20871168;6;0;10;1;10;1
automotive_qsort1;shortsort;18;11;14;1294224;20512412;6;0;10;1;10;1
automotive_qsort1;shortsort;19;11;14;1371500;21703500;6;0;10;1;10;1
automotive_qsort1;shortsort;20;11;14;1266800;20195800;6;0;10;1;10;1
automotive_qsort1;swap;1;7;9;1622906;743732100;15;0;6;1;6;1
automotive_qsort1;swap;2;7;9;1697499;740302875;15;0;6;1;6;1
automotive_qsort1;swap;3;7;9;1709829;741721275;15;0;6;1;6;1
automotive_qsort1;swap;4;7;9;1672154;746834525;15;0;6;1;6;1
automotive_qsort1;swap;5;7;9;1720875;744131250;15;0;6;1;6;1
automotive_qsort1;swap;6;7;9;1716000;667842500;15;0;6;1;6;1
automotive_qsort1;swap;7;7;9;1679600;718648125;15;0;6;1;6;1
automotive_qsort1;swap;8;7;9;1696480;736896975;15;0;6;1;6;1
automotive_qsort1;swap;9;7;9;1627904;743936000;15;0;6;1;6;1
automotive_qsort1;swap;10;7;9;1653456;731126550;15;0;6;1;6;1
automotive_qsort1;swap;11;7;9;1775620;705397000;15;0;6;1;6;1
automotive_qsort1;swap;12;7;9;1676606;748759800;15;0;6;1;6;1
automotive_qsort1;swap;13;7;9;1692393;748367100;15;0;6;1;6;1
automotive_qsort1;swap;14;7;9;1732290;735035175;15;0;6;1;6;1
automotive_qsort1;swap;15;7;9;1780125;733217625;15;0;6;1;6;1
automotive_qsort1;swap;16;7;9;1817000;652222500;15;0;6;1;6;1
automotive_qsort1;swap;17;7;9;1650784;729802000;15;0;6;1;6;1
automotive_qsort1;swap;18;7;9;1658608;741966300;15;0;6;1;6;1
automotive_qsort1;swap;19;7;9;1783600;675480000;15;0;6;1;6;1
automotive_qsort1;swap;20;7;9;1622200;742410000;15;0;6;1;6;1
automotive_susan_c;corner_draw;1;7;9;0;279174;56;0;4;1;4;1
automotive_susan_c;corner_draw;2;7;9;0;201772;56;0;4;1;4;1
automotive_susan_c;corner_draw;3;7;9;0;532518;56;0;4;1;4;1
automotive_susan_c;corner_draw;4;7;9;0;600060;56;0;4;1;4;1
automotive_susan_c;corner_draw;5;7;9;0;126228;56;0;4;1;4;1
automotive_susan_c;corner_draw;6;7;9;0;742366;56;0;4;1;4;1
automotive_susan_c;corner_draw;7;7;9;0;503286;56;0;4;1;4;1
automotive_susan_c;corner_draw;8;7;9;0;682104;56;0;4;1;4;1
automotive_susan_c;corner_draw;9;7;9;0;476760;56;0;4;1;4;1
automotive_susan_c;corner_draw;10;7;9;0;437100;56;0;4;1;4;1
automotive_susan_c;corner_draw;11;7;9;0;54612;56;0;4;1;4;1
automotive_susan_c;corner_draw;12;7;9;0;1082806;56;0;4;1;4;1
automotive_susan_c;corner_draw;13;7;9;0;584048;56;0;4;1;4;1
automotive_susan_c;corner_draw;14;7;9;0;533784;56;0;4;1;4;1
automotive_susan_c;corner_draw;15;7;9;0;138690;56;0;4;1;4;1
automotive_susan_c;corner_draw;16;7;9;0;776988;56;0;4;1;4;1
automotive_susan_c;corner_draw;17;7;9;0;590053;56;0;4;1;4;1
automotive_susan_c;corner_draw;18;7;9;0;615600;56;0;4;1;4;1
automotive_susan_c;corner_draw;19;7;9;0;460560;56;0;4;1;4;1
automotive_susan_c;corner_draw;20;7;9;0;708050;56;0;4;1;4;1
automotive_susan_c;get_image;1;10;11;0;782;44;0;0;1;0;1
automotive_susan_c;get_image;2;10;11;0;691;44;0;0;1;0;1
automotive_susan_c;get_image;3;10;11;0;217;44;0;0;1;0;1
automotive_susan_c;get_image;4;10;11;0;2740;44;0;0;1;0;1
automotive_susan_c;get_image;5;10;11;0;314;44;0;0;1;0;1
automotive_susan_c;get_image;6;10;11;0;214;44;0;0;1;0;1
automotive_susan_c;get_image;7;10;11;0;966;44;0;0;1;0;1
automotive_susan_c;get_image;8;10;11;0;3516;44;0;0;1;0;1
automotive_susan_c;get_image;9;10;11;0;145;44;0;0;1;0;1
automotive_susan_c;get_image;10;10;11;0;2325;44;0;0;1;0;1
automotive_susan_c;get_image;11;10;11;0;369;44;0;0;1;0;1
automotive_susan_c;get_image;12;10;11;0;109;44;0;0;1;0;1
automotive_susan_c;get_image;13;10;11;0;1688;44;0;0;1;0;1
automotive_susan_c;get_image;14;10;11;0;552;44;0;0;1;0;1
automotive_susan_c;get_image;15;10;11;0;414;44;0;0;1;0;1
automotive_susan_c;get_image;16;10;11;0;764;44;0;0;1;0;1
automotive_susan_c;get_image;17;10;11;0;569;44;0;0;1;0;1
automotive_susan_c;get_image;18;10;11;0;855;44;0;0;1;0;1
automotive_susan_c;get_image;19;10;11;0;152;44;0;0;1;0;1
automotive_susan_c;get_image;20;10;11;0;350;44;0;0;1;0;1
automotive_susan_c;getint;1;23;29;0;7038;34;0;4;0;9;0
automotive_susan_c;getint;2;23;29;0;6219;34;0;4;0;9;0
automotive_susan_c;getint;3;23;29;0;1953;34;0;4;0;9;0
automotive_susan_c;getint;4;23;29;0;24660;34;0;4;0;9;0
automotive_susan_c;getint;5;23;29;0;2826;34;0;4;0;9;0
automotive_susan_c;getint;6;23;29;0;1926;34;0;4;0;9;0
automotive_susan_c;getint;7;23;29;0;8694;34;0;4;0;9;0
automotive_susan_c;getint;8;23;29;0;31644;34;0;4;0;9;0
automotive_susan_c;getint;9;23;29;0;1450;34;0;4;0;9;0
automotive_susan_c;getint;10;23;29;0;20925;34;0;4;0;9;0
automotive_susan_c;getint;11;23;29;0;3690;34;0;4;0;9;0
automotive_susan_c;getint;12;23;29;0;1090;34;0;4;0;9;0
automotive_susan_c;getint;13;23;29;0;15192;34;0;4;0;9;0
automotive_susan_c;getint;14;23;29;0;4968;34;0;4;0;9;0
automotive_susan_c;getint;15;23;29;0;3726;34;0;4;0;9;0
automotive_susan_c;getint;16;23;29;0;6876;34;0;4;0;9;0
automotive_susan_c;getint;17;23;29;0;5121;34;0;4;0;9;0
automotive_susan_c;getint;18;23;29;0;7695;34;0;4;0;9;0
automotive_susan_c;getint;19;23;29;0;1520;34;0;4;0;9;0
automotive_susan_c;getint;20;23;29;0;3150;34;0;4;0;9;0
automotive_susan_c;main;1;8;10;0;783;17;0;11;1;11;1
automotive_susan_c;main;2;8;10;0;692;17;0;11;1;11;1
automotive_susan_c;main;3;8;10;0;218;17;0;11;1;11;1
automotive_susan_c;main;4;8;10;0;2741;17;0;11;1;11;1
automotive_susan_c;main;5;8;10;0;315;17;0;11;1;11;1
automotive_susan_c;main;6;8;10;0;215;17;0;11;1;11;1
automotive_susan_c;main;7;8;10;0;967;17;0;11;1;11;1
automotive_susan_c;main;8;8;10;0;3517;17;0;11;1;11;1
automotive_susan_c;main;9;8;10;0;146;17;0;11;1;11;1
automotive_susan_c;main;10;8;10;0;2326;17;0;11;1;11;1
automotive_susan_c;main;11;8;10;0;370;17;0;11;1;11;1
automotive_susan_c;main;12;8;10;0;110;17;0;11;1;11;1
automotive_susan_c;main;13;8;10;0;1689;17;0;11;1;11;1
automotive_susan_c;main;14;8;10;0;553;17;0;11;1;11;1
automotive_susan_c;main;15;8;10;0;415;17;0;11;1;11;1
automotive_susan_c;main;16;8;10;0;765;17;0;11;1;11;1
automotive_susan_c;main;17;8;10;0;570;17;0;11;1;11;1
automotive_susan_c;main;18;8;10;0;856;17;0;11;1;11;1
automotive_susan_c;main;19;8;10;0;153;17;0;11;1;11;1
automotive_susan_c;main;20;8;10;0;351;17;0;11;1;11;1
automotive_susan_c;main1;1;57;82;0;1564;49;0;36;1;36;1
automotive_susan_c;main1;2;57;82;0;1382;49;0;36;1;36;1
automotive_susan_c;main1;3;57;82;0;434;49;0;36;1;36;1
automotive_susan_c;main1;4;57;82;0;5480;49;0;36;1;36;1
automotive_susan_c;main1;5;57;82;0;628;49;0;36;1;36;1
automotive_susan_c;main1;6;57;82;0;428;49;0;36;1;36;1
automotive_susan_c;main1;7;57;82;0;1932;49;0;36;1;36;1
automotive_susan_c;main1;8;57;82;0;7032;49;0;36;1;36;1
automotive_susan_c;main1;9;57;82;0;290;49;0;36;1;36;1
automotive_susan_c;main1;10;57;82;0;4650;49;0;36;1;36;1
automotive_susan_c;main1;11;57;82;0;738;49;0;36;1;36;1
automotive_susan_c;main1;12;57;82;0;218;49;0;36;1;36;1
automotive_susan_c;main1;13;57;82;0;3376;49;0;36;1;36;1
automotive_susan_c;main1;14;57;82;0;1104;49;0;36;1;36;1
automotive_susan_c;main1;15;57;82;0;828;49;0;36;1;36;1
automotive_susan_c;main1;16;57;82;0;1528;49;0;36;1;36;1
automotive_susan_c;main1;17;57;82;0;1138;49;0;36;1;36;1
automotive_susan_c;main1;18;57;82;0;1710;49;0;36;1;36;1
automotive_susan_c;main1;19;57;82;0;304;49;0;36;1;36;1
automotive_susan_c;main1;20;57;82;0;700;49;0;36;1;36;1
automotive_susan_c;setup_brightness_lut;1;8;10;0;401948;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;2;8;10;0;355174;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;3;8;10;0;111538;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;4;8;10;0;1408360;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;5;8;10;0;161396;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;6;8;10;0;109996;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;7;8;10;0;496524;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;8;8;10;0;1807224;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;9;8;10;0;74530;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;10;8;10;0;1195050;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;11;8;10;0;189666;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;12;8;10;0;56026;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;13;8;10;0;867632;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;14;8;10;0;283728;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;15;8;10;0;212796;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;16;8;10;0;392696;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;17;8;10;0;292466;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;18;8;10;0;439470;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;19;8;10;0;78128;28;0;6;1;6;1
automotive_susan_c;setup_brightness_lut;20;8;10;0;179900;28;0;6;1;6;1
automotive_susan_c;susan_corners;1;203;284;0;203351280;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;2;203;284;0;213114765;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;3;203;284;0;156886660;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;4;203;284;0;172003500;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;5;203;284;0;220372108;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;6;203;284;0;155089010;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;7;203;284;0;176676570;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;8;203;284;0;140608356;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;9;203;284;0;198897660;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;10;203;284;0;190168725;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;11;203;284;0;246551778;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;12;203;284;0;128684310;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;13;203;284;0;80602000;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;14;203;284;0;166037184;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;15;203;284;0;232291260;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;16;203;284;0;76282344;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;17;203;284;0;125959530;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;18;203;284;0;146167380;1544;0;26;1;1077;1
automotive_susan_c;susan_corners;19;203;284;0;147374032;1544;0;26;1;1077;1
